[IOT][2023-05-28 13:13:22,436][INFO] starting...
2023-05-28T13:20:21.647213179Z [WORM][2023-05-28 13:20:21,646][INFO] log:129;reward=0.10015287399292028;action=2;reward_sum=0.10015287399292028
2023-05-28T13:20:22.148343579Z [WORM][2023-05-28 13:20:22,148][INFO] scanning...
2023-05-28T13:20:22.648726456Z [WORM][2023-05-28 13:20:22,648][INFO] log:130;reward=0.1001514196395874;action=2;reward_sum=0.1001514196395874
2023-05-28T13:20:23.149860302Z [WORM][2023-05-28 13:20:23,149][INFO] fetching info...
2023-05-28T13:20:23.650278193Z [WORM][2023-05-28 13:20:23,650][INFO] log:131;reward=0.7010176658630378;action=4;reward_sum=0.7010176658630378
2023-05-28T13:20:24.151402932Z [WORM][2023-05-28 13:20:24,151][INFO] scanning...
2023-05-28T13:20:24.651814284Z [WORM][2023-05-28 13:20:24,651][INFO] log:132;reward=0.20030934810638357;action=2;reward_sum=0.20030934810638357
2023-05-28T13:20:25.152959768Z [WORM][2023-05-28 13:20:25,152][INFO] scanning...
2023-05-28T13:20:25.557236565Z {'timestr': 'Sun May 28 13:17:30 2023', 'elapsed': '1.70', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557319771Z got SIGUSR2
2023-05-28T13:20:25.557326424Z Episode 72 started...
2023-05-28T13:20:25.557330301Z got SIGUSR2
2023-05-28T13:20:25.557334289Z Episode 73 started...
2023-05-28T13:20:25.557337665Z {'timestr': 'Sun May 28 13:17:49 2023', 'elapsed': '1.70', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557340600Z {'timestr': 'Sun May 28 13:17:51 2023', 'elapsed': '1.68', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557345790Z {'timestr': 'Sun May 28 13:17:53 2023', 'elapsed': '1.70', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557348856Z got SIGUSR2
2023-05-28T13:20:25.557352633Z Episode 74 started...
2023-05-28T13:20:25.557356861Z {'timestr': 'Sun May 28 13:17:54 2023', 'elapsed': '1.67', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557360207Z got SIGUSR2
2023-05-28T13:20:25.557362091Z Episode 75 started...
2023-05-28T13:20:25.557364034Z got SIGUSR2
2023-05-28T13:20:25.557367331Z Episode 76 started...
2023-05-28T13:20:25.557370456Z {'timestr': 'Sun May 28 13:17:56 2023', 'elapsed': '1.74', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557373522Z got SIGUSR2
2023-05-28T13:20:25.557376848Z Episode 77 started...
2023-05-28T13:20:25.557389111Z {'timestr': 'Sun May 28 13:17:57 2023', 'elapsed': '1.69', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557391466Z got SIGUSR2
2023-05-28T13:20:25.557393119Z Episode 78 started...
2023-05-28T13:20:25.557394682Z got SIGUSR2
2023-05-28T13:20:25.557396545Z Episode 79 started...
2023-05-28T13:20:25.557398188Z {'timestr': 'Sun May 28 13:17:59 2023', 'elapsed': '1.67', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557400192Z got SIGUSR2
2023-05-28T13:20:25.557401725Z Episode 80 started...
2023-05-28T13:20:25.557403438Z {'timestr': 'Sun May 28 13:18:16 2023', 'elapsed': '1.69', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557405152Z {'timestr': 'Sun May 28 13:18:18 2023', 'elapsed': '1.67', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557406805Z {'timestr': 'Sun May 28 13:18:20 2023', 'elapsed': '1.67', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557408668Z {'timestr': 'Sun May 28 13:18:21 2023', 'elapsed': '1.69', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557419539Z got SIGUSR2
2023-05-28T13:20:25.557423326Z Episode 81 started...
2023-05-28T13:20:25.557426592Z got SIGUSR2
2023-05-28T13:20:25.557429808Z Episode 82 started...
2023-05-28T13:20:25.557433094Z {'timestr': 'Sun May 28 13:18:23 2023', 'elapsed': '1.66', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557436520Z got SIGUSR2
2023-05-28T13:20:25.557439386Z Episode 83 started...
2023-05-28T13:20:25.557441309Z {'timestr': 'Sun May 28 13:18:24 2023', 'elapsed': '1.71', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557443463Z got SIGUSR2
2023-05-28T13:20:25.557446609Z Episode 84 started...
2023-05-28T13:20:25.557450076Z got SIGUSR2
2023-05-28T13:20:25.557452991Z Episode 85 started...
2023-05-28T13:20:25.557458001Z {'timestr': 'Sun May 28 13:18:29 2023', 'elapsed': '1.69', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557461968Z got SIGUSR2
2023-05-28T13:20:25.557464553Z Episode 86 started...
2023-05-28T13:20:25.557466497Z got SIGUSR2
2023-05-28T13:20:25.557468050Z Episode 87 started...
2023-05-28T13:20:25.557469592Z {'timestr': 'Sun May 28 13:18:30 2023', 'elapsed': '1.70', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557471566Z got SIGUSR2
2023-05-28T13:20:25.557473099Z Episode 88 started...
2023-05-28T13:20:25.557474862Z {'timestr': 'Sun May 28 13:18:31 2023', 'elapsed': '1.69', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557476576Z got SIGUSR2
2023-05-28T13:20:25.557478369Z Episode 89 started...
2023-05-28T13:20:25.557480012Z got SIGUSR2
2023-05-28T13:20:25.557481896Z Episode 90 started...
2023-05-28T13:20:25.557483639Z {'timestr': 'Sun May 28 13:18:34 2023', 'elapsed': '1.69', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557485452Z got SIGUSR2
2023-05-28T13:20:25.557487015Z Episode 91 started...
2023-05-28T13:20:25.557488728Z got SIGUSR2
2023-05-28T13:20:25.557490281Z Episode 92 started...
2023-05-28T13:20:25.557492004Z {'timestr': 'Sun May 28 13:18:54 2023', 'elapsed': '1.66', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557493808Z {'timestr': 'Sun May 28 13:18:55 2023', 'elapsed': '1.68', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557495721Z {'timestr': 'Sun May 28 13:18:57 2023', 'elapsed': '1.70', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557497345Z {'timestr': 'Sun May 28 13:18:59 2023', 'elapsed': '1.68', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557499228Z got SIGUSR2
2023-05-28T13:20:25.557500841Z Episode 93 started...
2023-05-28T13:20:25.557505450Z got SIGUSR2
2023-05-28T13:20:25.557507303Z Episode 94 started...
2023-05-28T13:20:25.557509217Z {'timestr': 'Sun May 28 13:19:06 2023', 'elapsed': '1.69', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557510810Z got SIGUSR2
2023-05-28T13:20:25.557512353Z Episode 95 started...
2023-05-28T13:20:25.557515689Z got SIGUSR2
2023-05-28T13:20:25.557518815Z Episode 96 started...
2023-05-28T13:20:25.557521760Z got SIGUSR2
2023-05-28T13:20:25.557524746Z Episode 97 started...
2023-05-28T13:20:25.557527481Z got SIGUSR2
2023-05-28T13:20:25.557531198Z Episode 98 started...
2023-05-28T13:20:25.557534985Z {'timestr': 'Sun May 28 13:19:09 2023', 'elapsed': '1.67', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557538021Z got SIGUSR2
2023-05-28T13:20:25.557539704Z Episode 99 started...
2023-05-28T13:20:25.557541568Z {'timestr': 'Sun May 28 13:19:10 2023', 'elapsed': '1.74', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557545004Z got SIGUSR2
2023-05-28T13:20:25.557548300Z Episode 100 started...
2023-05-28T13:20:25.557552027Z got SIGUSR2
2023-05-28T13:20:25.557554592Z Episode 101 started...
2023-05-28T13:20:25.557557928Z {'timestr': 'Sun May 28 13:19:12 2023', 'elapsed': '1.67', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557561355Z got SIGUSR2
2023-05-28T13:20:25.557564531Z Episode 102 started...
2023-05-28T13:20:25.557567877Z got SIGUSR2
2023-05-28T13:20:25.557571393Z Episode 103 started...
2023-05-28T13:20:25.557574890Z got SIGUSR2
2023-05-28T13:20:25.557578056Z Episode 104 started...
2023-05-28T13:20:25.557581272Z got SIGUSR2
2023-05-28T13:20:25.557584087Z Episode 105 started...
2023-05-28T13:20:25.557587474Z {'timestr': 'Sun May 28 13:19:16 2023', 'elapsed': '1.70', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557590499Z got SIGUSR2
2023-05-28T13:20:25.557593174Z Episode 106 started...
2023-05-28T13:20:25.557595789Z got SIGUSR2
2023-05-28T13:20:25.557598665Z Episode 107 started...
2023-05-28T13:20:25.557602071Z {'timestr': 'Sun May 28 13:19:18 2023', 'elapsed': '1.69', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:20:25.557606079Z got SIGUSR2
2023-05-28T13:20:25.557609064Z Episode 108 started...
2023-05-28T13:20:25.557612461Z {'timestr': 'Sun May 28 13:19:20 2023', 'elapsed': '0.23', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557616408Z got SIGUSR2
2023-05-28T13:20:25.557623391Z Episode 109 started...
2023-05-28T13:20:25.557631677Z got SIGUSR2
2023-05-28T13:20:25.557635003Z Episode 110 started...
2023-05-28T13:20:25.557638299Z got SIGUSR2
2023-05-28T13:20:25.557641385Z Episode 111 started...
2023-05-28T13:20:25.557644481Z {'timestr': 'Sun May 28 13:19:23 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557647967Z got SIGUSR2
2023-05-28T13:20:25.557651714Z Episode 112 started...
2023-05-28T13:20:25.557655742Z {'timestr': 'Sun May 28 13:19:25 2023', 'elapsed': '0.18', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557658988Z got SIGUSR2
2023-05-28T13:20:25.557662354Z Episode 113 started...
2023-05-28T13:20:25.557665570Z got SIGUSR2
2023-05-28T13:20:25.557668556Z Episode 114 started...
2023-05-28T13:20:25.557671121Z got SIGUSR2
2023-05-28T13:20:25.557673826Z Episode 115 started...
2023-05-28T13:20:25.557676701Z got SIGUSR2
2023-05-28T13:20:25.557679617Z Episode 116 started...
2023-05-28T13:20:25.557682462Z got SIGUSR2
2023-05-28T13:20:25.557685658Z Episode 117 started...
2023-05-28T13:20:25.557688814Z got SIGUSR2
2023-05-28T13:20:25.557692090Z Episode 118 started...
2023-05-28T13:20:25.557695106Z {'timestr': 'Sun May 28 13:19:48 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557698362Z {'timestr': 'Sun May 28 13:19:48 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557701938Z {'timestr': 'Sun May 28 13:19:48 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557704944Z {'timestr': 'Sun May 28 13:19:48 2023', 'elapsed': '0.22', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557708441Z {'timestr': 'Sun May 28 13:20:03 2023', 'elapsed': '0.23', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557711506Z {'timestr': 'Sun May 28 13:20:03 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557714612Z {'timestr': 'Sun May 28 13:20:03 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557717337Z {'timestr': 'Sun May 28 13:20:03 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557720553Z {'timestr': 'Sun May 28 13:20:04 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557724721Z {'timestr': 'Sun May 28 13:20:04 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557728528Z {'timestr': 'Sun May 28 13:20:05 2023', 'elapsed': '0.22', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557731554Z {'timestr': 'Sun May 28 13:20:05 2023', 'elapsed': '0.21', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557739429Z {'timestr': 'Sun May 28 13:20:06 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557742234Z got SIGUSR2
2023-05-28T13:20:25.557744829Z Episode 119 started...
2023-05-28T13:20:25.557747324Z {'timestr': 'Sun May 28 13:20:07 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557750309Z got SIGUSR2
2023-05-28T13:20:25.557753305Z Episode 120 started...
2023-05-28T13:20:25.557756130Z {'timestr': 'Sun May 28 13:20:08 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557759657Z got SIGUSR2
2023-05-28T13:20:25.557762622Z Episode 121 started...
2023-05-28T13:20:25.557766099Z got SIGUSR2
2023-05-28T13:20:25.557769265Z Episode 122 started...
2023-05-28T13:20:25.557772361Z got SIGUSR2
2023-05-28T13:20:25.557775066Z Episode 123 started...
2023-05-28T13:20:25.557777701Z got SIGUSR2
2023-05-28T13:20:25.557781097Z Episode 124 started...
2023-05-28T13:20:25.557784994Z {'timestr': 'Sun May 28 13:20:14 2023', 'elapsed': '0.18', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557788190Z got SIGUSR2
2023-05-28T13:20:25.557791246Z Episode 125 started...
2023-05-28T13:20:25.557794502Z got SIGUSR2
2023-05-28T13:20:25.557798379Z Episode 126 started...
2023-05-28T13:20:25.557801616Z {'timestr': 'Sun May 28 13:20:16 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557805222Z got SIGUSR2
2023-05-28T13:20:25.557807627Z Episode 127 started...
2023-05-28T13:20:25.557810322Z {'timestr': 'Sun May 28 13:20:18 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557813177Z got SIGUSR2
2023-05-28T13:20:25.557816253Z Episode 128 started...
2023-05-28T13:20:25.557819339Z {'timestr': 'Sun May 28 13:20:20 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557822605Z got SIGUSR2
2023-05-28T13:20:25.557826592Z Episode 129 started...
2023-05-28T13:20:25.557829708Z {'timestr': 'Sun May 28 13:20:21 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557832524Z got SIGUSR2
2023-05-28T13:20:25.557836230Z Episode 130 started...
2023-05-28T13:20:25.557839687Z {'timestr': 'Sun May 28 13:20:22 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557842883Z got SIGUSR2
2023-05-28T13:20:25.557846319Z Episode 131 started...
2023-05-28T13:20:25.557856268Z got SIGUSR2
2023-05-28T13:20:25.557859905Z Episode 132 started...
2023-05-28T13:20:25.557868281Z {'timestr': 'Sun May 28 13:20:24 2023', 'elapsed': '0.24', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.557871517Z got SIGUSR2
2023-05-28T13:20:25.557874673Z Episode 133 started...
2023-05-28T13:20:25.557877227Z {'timestr': 'Sun May 28 13:20:25 2023', 'elapsed': '0.18', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:20:25.653353660Z [WORM][2023-05-28 13:20:25,653][INFO] log:133;reward=0.10015497207641566;action=2;reward_sum=0.10015497207641566
2023-05-28T13:20:26.154496723Z [WORM][2023-05-28 13:20:26,154][INFO] pinging...
2023-05-28T13:20:26.654861095Z [WORM][2023-05-28 13:20:26,654][INFO] log:134;reward=0.45070519447326696;action=0;reward_sum=0.45070519447326696
2023-05-28T13:20:27.156069417Z [WORM][2023-05-28 13:20:27,155][INFO] scanning...
2023-05-28T13:20:27.656383369Z [WORM][2023-05-28 13:20:27,656][INFO] log:135;reward=0.20030298233032262;action=2;reward_sum=0.20030298233032262
2023-05-28T13:20:28.157566087Z [WORM][2023-05-28 13:20:28,157][INFO] scanning...
2023-05-28T13:20:28.657999950Z [WORM][2023-05-28 13:20:28,657][INFO] log:136;reward=0.1001596450805664;action=2;reward_sum=0.1001596450805664
2023-05-28T13:20:29.159114970Z [WORM][2023-05-28 13:20:29,158][INFO] pinging...
2023-05-28T13:20:29.659491866Z [WORM][2023-05-28 13:20:29,659][INFO] log:137;reward=0.15023047924041766;action=0;reward_sum=0.15023047924041766
2023-05-28T13:20:30.160662912Z [WORM][2023-05-28 13:20:30,160][INFO] scanning...
2023-05-28T13:20:30.661049946Z [WORM][2023-05-28 13:20:30,660][INFO] log:138;reward=0.20030505657195974;action=2;reward_sum=0.20030505657195974
2023-05-28T13:20:31.162118921Z [WORM][2023-05-28 13:20:31,161][INFO] scanning...
2023-05-28T13:20:31.662534078Z [WORM][2023-05-28 13:20:31,662][INFO] log:139;reward=0.1001482248306278;action=2;reward_sum=0.1001482248306278
2023-05-28T13:20:32.664250085Z [WORM][2023-05-28 13:20:32,663][INFO] log:140;reward=0;action=3;reward_sum=0.0
2023-05-28T13:20:32.664579143Z [WORM][2023-05-28 13:20:32,664][INFO] fetching info...
2023-05-28T13:20:33.165671862Z [WORM][2023-05-28 13:20:33,165][INFO] log:140;reward=1.9030441284179673;action=4;reward_sum=1.9030441284179673
2023-05-28T13:20:33.165763784Z [WORM][2023-05-28 13:20:33,165][INFO] pinging...
2023-05-28T13:20:33.666393945Z [WORM][2023-05-28 13:20:33,666][INFO] log:140;reward=0.20034412145614588;action=0;reward_sum=2.103388249874113
2023-05-28T13:20:34.167308781Z [WORM][2023-05-28 13:20:34,167][INFO] log:140;reward=0.2504756450653076;action=2;reward_sum=2.353863894939421
2023-05-28T13:20:34.668158183Z [WORM][2023-05-28 13:20:34,667][INFO] log:140;reward=0.050090014934539795;action=0;reward_sum=2.4039539098739606
2023-05-28T13:20:35.169214714Z [WORM][2023-05-28 13:20:35,168][INFO] log:140;reward=0.40070910453796316;action=4;reward_sum=2.804663014411924
2023-05-28T13:20:35.669892124Z [WORM][2023-05-28 13:20:35,669][INFO] log:140;reward=0;action=3;reward_sum=2.804663014411924
2023-05-28T13:20:36.170764329Z [WORM][2023-05-28 13:20:36,170][INFO] log:140;reward=0.20034794807433798;action=4;reward_sum=3.0050109624862618
2023-05-28T13:20:36.671664386Z [WORM][2023-05-28 13:20:36,671][INFO] log:140;reward=0;action=3;reward_sum=3.0050109624862618
2023-05-28T13:20:37.172416235Z [WORM][2023-05-28 13:20:37,172][INFO] log:140;reward=0;action=3;reward_sum=3.0050109624862618
2023-05-28T13:20:37.673311194Z [WORM][2023-05-28 13:20:37,673][INFO] log:140;reward=0.15025407075881958;action=0;reward_sum=3.1552650332450813
2023-05-28T13:20:38.174076137Z [WORM][2023-05-28 13:20:38,173][INFO] log:140;reward=0.40066533088684153;action=4;reward_sum=3.555930364131923
2023-05-28T13:20:38.675116308Z [WORM][2023-05-28 13:20:38,674][INFO] log:140;reward=0.0500841021537779;action=0;reward_sum=3.6060144662857008
2023-05-28T13:20:39.175844613Z [WORM][2023-05-28 13:20:39,175][INFO] log:140;reward=0.2003441333770759;action=4;reward_sum=3.8063585996627767
2023-05-28T13:20:39.676812287Z [WORM][2023-05-28 13:20:39,676][INFO] log:140;reward=0.10018215179443501;action=4;reward_sum=3.9065407514572117
2023-05-28T13:20:40.177614089Z [WORM][2023-05-28 13:20:40,177][INFO] log:140;reward=0.10017123222351287;action=4;reward_sum=4.006711983680725
2023-05-28T13:20:40.678606651Z [WORM][2023-05-28 13:20:40,678][INFO] log:140;reward=0.10017515420913625;action=0;reward_sum=4.106887137889861
2023-05-28T13:20:41.179430354Z [WORM][2023-05-28 13:20:41,179][INFO] log:140;reward=0.2003406524658189;action=4;reward_sum=4.30722779035568
2023-05-28T13:20:41.680130448Z [WORM][2023-05-28 13:20:41,679][INFO] log:140;reward=0.7512885570526109;action=2;reward_sum=5.058516347408291
2023-05-28T13:20:42.180975893Z [WORM][2023-05-28 13:20:42,180][INFO] log:140;reward=0;action=3;reward_sum=5.058516347408291
2023-05-28T13:20:42.681792343Z [WORM][2023-05-28 13:20:42,681][INFO] log:140;reward=0.10016877651214617;action=0;reward_sum=5.158685123920437
2023-05-28T13:20:43.182665290Z [WORM][2023-05-28 13:20:43,182][INFO] log:140;reward=0.15025119781494212;action=2;reward_sum=5.308936321735379
2023-05-28T13:20:43.683564436Z [WORM][2023-05-28 13:20:43,683][INFO] log:140;reward=0.05008404254913312;action=0;reward_sum=5.359020364284512
2023-05-28T13:20:44.184396295Z [WORM][2023-05-28 13:20:44,184][INFO] log:140;reward=0.10016984939575124;action=2;reward_sum=5.459190213680263
2023-05-28T13:20:44.685176798Z [WORM][2023-05-28 13:20:44,684][INFO] log:140;reward=0.05008662939071673;action=0;reward_sum=5.50927684307098
